English,Spanish,sentiment
overload,sobrecarga,negative
overpaid,pagado en exceso,negative
overpower,dominar,negative
overpowering,abrumador,negative
overpriced,caro,negative
oversight,vigilancia,negative
overthrow,derrocamiento,negative
overturn,volcar,negative
overwhelm,abrumar,negative
overwhelmed,abrumado,negative
overwhelming,abrumador,positive
owing,owing,negative
ownership,propiedad,positive
oxidation,oxidación,negative
pacific,Pacífico,positive
pad,almohadilla,positive
padding,acolchado,positive
paddle,paleta,positive
pain,dolor,negative
pained,dolorido,negative
painful,doloroso,negative
painfully,penosamente,negative
pains,esfuerzos,negative
palatable,sabroso,positive
palliative,paliativo,positive
palsy,parálisis,negative
panacea,panacea,positive
panache,estilo,positive
pandemic,pandemia,negative
pang,angustia,negative
panic,pánico,negative
panier,panier,positive
paprika,paprika,positive
parade,desfile,positive
paragon,dechado,positive
paralysis,parálisis,negative
paralyzed,paralizado,negative
paramount,supremo,positive
paranoia,paranoia,negative
paraphrase,parafrasear,positive
parasite,parásito,negative
pardon,perdón,positive
pare,cortar,negative
parentage,familia,positive
parietal,parietal,positive
parrot,loro,negative
parsimonious,parsimonioso,negative
partake,participar,positive
participation,participación,positive
partisan,partidista,negative
partner,socio,positive
partnership,asociación,positive
passe,pasado de moda,negative
passion,pasión,positive
passionate,apasionado,positive
passive,pasivo,negative
passivity,pasividad,negative
pastime,pasatiempo,positive
pastor,pastor,positive
pastry,pasteles,positive
pasture,pasto,positive
patch,parche,negative
patent,patente,positive
pathetic,patético,negative
patience,paciencia,positive
patient,paciente,positive
patriarchal,patriarcal,positive
patron,patrón,positive
patronage,mecenazgo,positive
patronizing,protector,negative
patter,tamborileo,negative
paucity,escasez,negative
pauper,pobre,negative
pawn,peón,negative
pay,pagar,positive
payback,recuperación de la inversión,negative
payment,pago,negative
peace,paz,positive
peaceable,pacífico,positive
peaceful,pacífico,positive
peacock,pavo real,positive
peck,picotear,positive
peculiarities,peculiaridades,negative
peculiarity,peculiaridad,positive
pedestrian,peatonal,negative
pedigree,árbol genealógico,positive
peerless,sin par,positive
penal,penal,negative
penalty,pena,negative
penchant,inclinación,positive
penetration,penetración,negative
penitentiary,penitenciario,negative
perceive,percibir,positive
perceptible,perceptible,positive
perdition,perdición,negative
perennial,perenne,positive
perfect,perfecto,positive
perfection,perfección,positive
performer,ejecutante,positive
peril,peril,negative
perilous,peligroso,negative
perish,perecer,negative
perishable,perecedero,negative
perished,perecido,negative
perishing,pereciendo,negative
perjury,perjurio,negative
perk,gratificación,positive
permission,permiso,positive
pernicious,pernicioso,negative
perpetrator,autor,negative
perpetuation,perpetuación,negative
perpetuity,perpetuidad,positive
perplexed,perplejo,negative
perplexity,perplejidad,negative
persecute,perseguir,negative
persecution,persecución,negative
persistence,persistencia,positive
persistent,persistente,positive
personable,agradable,positive
pertinent,pertinente,positive
perturbation,perturbación,negative
pertussis,la tos ferina,negative
perverse,perverso,negative
perversion,perversión,negative
pervert,pervertido,negative
perverted,pervertido,negative
pessimism,pesimismo,negative
pessimist,pesimista,negative
pest,parásito,negative
pestilence,pestilencia,negative
pet,acariciar,negative
petroleum,petróleo,positive
petty,mezquino,negative
phantom,fantasma,negative
pharmaceutical,farmacéutico,positive
philanthropist,filántropo,positive
philanthropy,filantropía,positive
philosopher,filósofo,positive
phlegm,flema,negative
phoenix,fénix,positive
phonetic,fonético,positive
phony,falso,negative
physician,médico,positive
physics,física,positive
physiology,fisiología,positive
physique,físico,positive
pick,recoger,positive
picket,piquete,negative
picketing,piquetes,negative
pickle,escabeche,negative
picnic,picnic,positive
picturesque,pintoresco,positive
piety,piedad,positive
pig,cerdo,negative
pigeon,Paloma,negative
piles,hemorroides,negative
pill,píldora,positive
pillage,pillaje,negative
pillow,almohada,positive
pilot,piloto,positive
pimp,chulo,negative
pimple,espinilla,negative
pine,pino,negative
pinion,piñón,negative
pinnacle,pináculo,positive
pioneer,pionero,positive
pious,piadoso,positive
pique,piqué,negative
piracy,piratería,negative
pirate,pirata,negative
pistol,pistola,negative
pitfall,trampa,negative
pith,médula,positive
pivot,pivote,positive
placid,plácido,positive
plagiarism,plagio,negative
plague,plaga,negative
plaintiff,demandante,negative
planning,planificación,positive
plated,chapado,negative
player,jugador,negative
playful,juguetón,positive
playground,patio de recreo,positive
playhouse,teatro,positive
plea,súplica,negative
pleasant,agradable,positive
pleased,satisfecho,positive
pleasurable,placentero,positive
pledge,prenda,positive
plenary,plenario,positive
plentiful,abundante,positive
plexus,plexo,positive
plight,situación,negative
plodding,laborioso,negative
plum,ciruela,positive
plumb,plomada,positive
plummet,caer en picado,negative
plunder,saqueo,negative
plunge,zambullida,negative
plush,felpa,positive
ply,capa,positive
pneumonia,neumonía,negative
poaching,caza furtiva,negative
pointedly,intencionadamente,positive
pointless,inútil,negative
poison,envenenar,negative
poisoned,envenenado,negative
poisoning,envenenamiento,negative
poisonous,venenoso,negative
poke,codazo,negative
polemic,polémica,negative
police,policía,positive
policeman,policía,positive
polio,polio,negative
polish,pulimento,positive
polished,pulido,positive
polite,educado,positive
politeness,cortesía,positive
politic,diplomático,positive
pollute,contaminar,negative
pollution,polución,negative
polygamy,poligamia,negative
pomp,pompa,negative
pompous,pomposo,negative
ponderous,pesado,negative
pool,piscina,positive
poorly,mal,negative
pop,música pop,negative
pope,papa,positive
popularity,popularidad,positive
popularized,popularizado,positive
population,población,positive
porcupine,puerco espín,negative
porn,pornografía,negative
porno,del porno,negative
pornographic,pornográfico,negative
pornography,pornografía,negative
portable,portátil,positive
pose,plantear,negative
possess,poseer,positive
possessed,poseído,negative
possession,posesión,negative
posthumous,póstumo,negative
postponement,aplazamiento,negative
potable,potable,positive
potency,potencia,positive
pound,libra,negative
poverty,pobreza,negative
powerful,potente,positive
powerfully,poderosamente,positive
powerless,impotente,negative
practice,práctica,positive
practiced,practicado,positive
practise,práctica,positive
praise,alabanza,positive
praised,alabado,positive
praiseworthy,loable,positive
prank,broma,negative
pray,orar,positive
precarious,precario,negative
precaution,precaución,positive
precede,preceder,positive
precedence,precedencia,positive
precinct,recinto,negative
precious,precioso,positive
precise,preciso,positive
precision,precisión,positive
predatory,depredador,negative
predicament,predicamento,negative
predilection,predilección,positive
predominant,predominante,positive
preeminent,preeminente,positive
prefer,preferir,positive
pregnancy,embarazo,negative
prejudice,prejuicio,negative
prejudiced,predispuesto,negative
prejudicial,perjudicial,negative
premeditated,premeditado,negative
premier,primer ministro,positive
premises,local,positive
prepare,preparar,positive
prepared,preparado,positive
prescient,presciente,positive
presence,presencia,positive
present,presente,positive
presentable,presentable,positive
presentment,presentación,positive
preservative,preservativo,positive
preserve,preservar,positive
president,presidente,positive
pressure,presión,negative
prestige,prestigio,positive
presto,presto,positive
presumptuous,presuntuoso,negative
pretend,fingir,negative
pretended,fingido,negative
pretending,pretendiendo,negative
pretense,pretensión,negative
pretensions,pretensiones,negative
pretty,bella,positive
prevail,prevalecer,positive
prevention,prevención,positive
preventive,preventivo,negative
prey,presa,negative
priceless,inestimable,positive
prick,pinchazo,negative
prickly,espinoso,negative
pride,orgullo,positive
priest,sacerdote,positive
priesthood,sacerdocio,positive
priestly,sacerdotal,positive
primacy,primacía,positive
primary,primario,positive
prime,principal,positive
primer,cartilla,positive
prince,príncipe,positive
princely,principesco,positive
princess,princesa,positive
principal,principal,positive
prison,prisión,negative
prisoner,preso,negative
pristine,prístino,positive
privileged,privilegiado,positive
privy,retrete,negative
probity,probidad,positive
problem,problema,negative
procedure,procedimiento,positive
procession,procesión,positive
procrastinate,aplazar,negative
procrastination,dilación,negative
proctor,procurador,positive
procure,procurarse,positive
prodigal,pródigo,positive
prodigious,prodigioso,positive
prodigy,prodigio,positive
producer,productor,positive
producing,productor,positive
production,producción,positive
productive,productivo,positive
productivity,productividad,positive
profane,profano,negative
profanity,blasfemia,negative
profession,profesión,positive
professional,profesional,positive
professor,profesor,positive
proficiency,competencia,positive
proficient,competente,positive
profuse,profuso,positive
profusion,profusión,negative
progress,progreso,positive
progression,progresión,positive
progressive,progresivo,positive
prohibited,prohibido,negative
prohibition,prohibición,negative
prolific,prolífico,positive
prolong,prolongar,negative
prominence,prominencia,positive
prominently,prominentemente,positive
promiscuous,promiscuo,negative
promise,promesa,positive
promising,prometedor,positive
promotion,promoción,positive
prop,apuntalar,positive
propaganda,propaganda,negative
proper,apropiado,positive
prophet,profeta,positive
prophylactic,profiláctico,positive
proposition,proposición,positive
prosecute,enjuiciar,negative
prosecution,enjuiciamiento,negative
prospect,perspectiva,positive
prosper,prosperar,positive
prosperity,prosperidad,positive
prosperous,próspero,positive
prostitute,prostituta,negative
prostitution,prostitución,negative
protect,proteger,positive
protecting,protector,positive
protective,protector,positive
protector,protector,positive
proud,orgulloso,positive
prove,demostrar,positive
proverbial,proverbial,positive
provide,proporcionar,positive
providing,proporcionando,positive
provocation,provocación,negative
provoking,provocador,negative
prudence,prudencia,positive
prudent,prudente,positive
pry,palanca,negative
prying,curioso,negative
psalm,salmo,positive
psychosis,psicosis,negative
public,público,positive
publicist,publicista,negative
puffy,hinchado,negative
pull,Halar,positive
pulpit,púlpito,positive
punch,ponche,negative
punctual,puntual,positive
punctuality,puntualidad,positive
pungent,acre,negative
punish,castigar,negative
punished,castigado,negative
punishing,castigar,negative
punishment,castigo,negative
punitive,punitivo,negative
puppy,cachorro,positive
purely,puramente,positive
purgatory,purgatorio,negative
purge,purga,negative
purification,purificación,positive
purify,purificar,positive
purist,purista,positive
purity,pureza,positive
purr,ronroneo,positive
pus,pus,negative
quack,curandero,negative
quagmire,cenagal,negative
quail,codorniz,negative
quaint,pintoresco,positive
qualified,calificado,positive
qualifying,calificativo,positive
quandary,dilema,negative
quarrel,pelea,negative
quash,anular,negative
quell,reprimir,negative
quest,búsqueda,positive
question,pregunta,positive
questionable,cuestionable,negative
quickness,rapidez,positive
quicksilver,azogue,negative
quiescent,inactivo,positive
quiet,tranquilo,positive
quinine,quinina,positive
quit,dejar,negative
quiver,carcaj,negative
quivering,temblor,negative
quiz,examen,negative
quote,cita,positive
rabble,chusma,negative
rabid,rabioso,negative
rabies,rabia,negative
rack,estante,negative
racket,raqueta,negative
radiance,resplandor,positive
radiant,radiante,positive
radiate,irradiar,positive
radiation,radiación,negative
radio,radio,positive
radioactive,radioactivo,negative
radon,radón,negative
rage,rabia,negative
raging,furioso,negative
rags,harapos,negative
raid,redada,negative
rail,carril,negative
ram,RAM,negative
rambling,laberíntico,negative
rampage,alboroto,negative
rancid,rancio,negative
ransom,rescate,negative
rape,violación,negative
rapt,absorto,positive
raptors,rapaces,negative
rapture,rapto,positive
rascal,bribón,negative
rash,erupción,negative
rat,rata,negative
rating,clasificación,negative
rational,racional,positive
raucous,estridente,negative
rave,delirio,positive
ravenous,voraz,negative
raving,desvarío,negative
reactionary,reaccionario,negative
reader,lector,positive
readily,fácilmente,positive
readiness,preparación,positive
reading,lectura,positive
reaffirm,reafirmar,positive
real,real,positive
rear,trasero,negative
reason,razón,positive
reassurance,seguridades,positive
reassure,tranquilizar,positive
rebate,descuento,positive
rebel,rebelde,negative
rebuke,reprensión,negative
rebut,refutar,negative
recalcitrant,recalcitrante,negative
recast,refundición,positive
received,recibido,positive
receiving,recepción,positive
recession,recesión,negative
recherche,rebuscado,positive
recidivism,reincidencia,negative
reciprocate,corresponder,positive
reckless,temerario,negative
recklessness,imprudencia,negative
reclamation,recuperación,positive
recline,reclinar,positive
recognizable,reconocible,positive
recommend,recomendar,positive
reconciliation,reconciliación,positive
reconsideration,reconsideración,positive
reconstruct,reconstruir,positive
reconstruction,reconstrucción,positive
recorder,grabadora,positive
recoup,recuperar,positive
recovery,recuperación,positive
recreation,recreación,positive
recreational,recreativo,positive
rectify,rectificar,positive
redemption,redención,positive
redress,compensación,positive
redundant,redundante,negative
refine,refinar,positive
refinement,refinamiento,positive
reflux,reflujo,negative
reform,reforma,positive
reformation,reforma,positive
reformer,reformador,positive
refractory,refractario,negative
refreshing,refrescante,positive
refurbish,restaurar,positive
refusal,negativa,negative
refuse,rechazar,negative
refused,negado,negative
regal,regio,positive
regent,regente,positive
regress,retroceder,negative
regression,regresión,negative
regressive,regresivo,positive
regret,lamentar,negative
regrettable,lamentable,negative
regretted,arrepentido,negative
regretting,lamentando,negative
regularity,regularidad,positive
regulate,regular,positive
regulatory,regulador,negative
rehabilitate,rehabilitar,positive
rehabilitation,rehabilitación,positive
reimburse,reembolsar,positive
reimbursement,reembolso,positive
rein,refrenar,negative
reinforcement,reforzamiento,positive
reinstate,reintegrar,positive
reject,rechazar,negative
rejected,rechazado,negative
rejection,rechazo,negative
rejects,rechaza,negative
rejoice,regocijarse,positive
rejoicing,alegría,positive
rejuvenate,rejuvenecer,positive
rejuvenated,rejuvenecido,positive
rekindle,reavivar,positive
relapse,recaída,negative
relaxation,relajación,positive
relegation,descenso,negative
relevant,pertinente,positive
reliability,confiabilidad,positive
reliable,seguro,positive
reliance,dependencia,positive
relief,alivio,positive
relieving,aliviando,positive
relinquish,renunciar,negative
reluctant,reacio,negative
remains,restos,positive
remake,nueva versión,positive
remand,preventivo,negative
remarkable,notable,positive
remarkably,extraordinariamente,positive
remedial,remediador,negative
remedy,remedio,positive
remiss,remiso,negative
remission,remisión,positive
remodel,remodelar,positive
remorse,remordimiento,negative
removal,eliminación,negative
remove,quitar,negative
renaissance,Renacimiento,positive
rencontre,rencontre,negative
rend,desgarrar,negative
render,hacer,positive
renegade,renegado,negative
renewal,renovación,positive
renounce,renunciar,negative
renovate,renovar,positive
renovation,renovación,positive
renown,renombre,positive
renowned,renombrado,positive
renunciation,renuncia,negative
reorganize,reorganizar,positive
reparation,reparación,positive
repay,pagar,positive
repellant,repelente,negative
repellent,repelente,negative
repelling,repelente,negative
repent,arrepentirse,positive
replenish,reponer,positive
replete,repleto,positive
reporter,reportero,positive
repose,reposo,positive
represented,representado,positive
repress,reprimir,negative
repression,represión,negative
reprimand,reprimenda,negative
reprint,reimpresión,negative
reprisal,represalia,negative
reproach,reproche,negative
reproductive,reproductivo,positive
republic,república,negative
repudiation,repudio,negative
repulsion,repulsión,negative
reputable,acreditado,positive
rescind,rescindir,negative
rescission,rescisión,negative
rescue,rescate,positive
resent,resentirse de,negative
resentful,resentido,negative
resentment,resentimiento,negative
reserve,reserva,positive
resident,residente,positive
resign,dimitir,negative
resignation,renuncia,negative
resigned,resignado,negative
resilient,resistente,positive
resist,resistir,negative
resistance,resistencia,negative
resistant,resistente,negative
resisting,resistiendo,negative
resistive,resistador,positive
resolutely,resueltamente,positive
resources,recursos,positive
respect,respeto,positive
respectability,respetabilidad,positive
respectable,respetable,positive
respectful,respetuoso,positive
respecting,respecto a,positive
respects,aspectos,positive
respite,respiro,positive
resplendent,resplandeciente,positive
responsible,responsable,positive
responsive,sensible,positive
rest,resto,positive
restful,sosegado,positive
restitution,restitución,positive
restorative,restaurativo,positive
restoring,restauración,positive
restrain,refrenar,negative
restraint,restricción,positive
restrict,restringir,negative
restriction,restricción,negative
restrictive,restrictivo,negative
resumption,reanudación,positive
retaliate,tomar represalias,negative
retaliation,represalias,negative
retaliatory,vengativo,negative
retard,retardar,negative
retardation,retraso,negative
retention,retención,positive
reticent,reticent,negative
retirement,jubilación,positive
retort,retorta,negative
retract,retraer,negative
retraction,retracción,negative
retrenchment,reducción,negative
retribution,venganza,negative
retrograde,retrógrado,negative
reunion,reunión,positive
revel,revel,positive
revels,fiestas,positive
revenge,venganza,negative
revere,reverenciar,positive
reverence,reverencia,positive
reverend,reverendo,positive
reverie,ensimismamiento,positive
reversal,inversión,negative
revise,revisar,positive
revival,renacimiento,positive
revive,resucitar,positive
revocation,revocación,negative
revoke,revocar,negative
revolt,revuelta,negative
revolting,repugnante,negative
revolution,revolución,positive
revolutionary,revolucionario,positive
revolver,revólver,negative
revulsion,revulsión,negative
reward,recompensa,positive
rheumatism,reumatismo,negative
rhythm,ritmo,positive
rhythmical,rítmico,positive
ribbon,cinta,positive
richness,riqueza,positive
rickety,desvencijado,negative
riddled,acribillado,negative
rider,jinete,positive
ridicule,ridículo,negative
ridiculous,ridículo,negative
rife,abundante,negative
rifle,rifle,negative
rift,grieta,negative
righteous,justo,positive
rightful,legítimo,positive
rightly,correctamente,positive
rigid,rígido,negative
rigidity,rigidez,negative
rigor,rigor,negative
rigorous,riguroso,negative
ringer,campanero,negative
riot,motín,negative
riotous,desenfrenado,negative
ripe,maduro,positive
ripen,madurar,positive
rising,creciente,positive
risk,riesgo,negative
risky,arriesgado,negative
rivalry,rivalidad,negative
riveting,remachado,positive
roadster,roadster,positive
rob,robar,negative
robber,ladrón,negative
robbery,robo,negative
robust,robusto,positive
rock,roca,positive
rod,barra,positive
rogue,pícaro,negative
rollicking,alegre,positive
romance,novela,positive
romantic,romántico,positive
romanticism,romanticismo,positive
romp,retozar,positive
rook,grajo,negative
rooted,arraigado,positive
rosy,rosado,positive
rot,podredumbre,negative
rota,nómina,positive
rotting,podrido,negative
roughness,aspereza,negative
rout,derrota,negative
routine,rutina,positive
row,fila,negative
rowdy,ruidoso,negative
royalty,realeza,positive
rubbish,basura,negative
rubble,escombros,negative
rubric,rúbrica,positive
rue,ruda,negative
ruffle,la colmena,negative
rugged,escabroso,negative
ruin,ruina,negative
ruined,arruinado,negative
ruinous,ruinoso,negative
rumor,rumor,negative
runaway,huir,negative
rupture,ruptura,negative
ruse,ardid,negative
rust,herrumbre,negative
rusty,oxidado,negative
ruth,ruth,positive
ruthless,despiadado,negative
saber,sable,negative
sabotage,sabotaje,negative
sacrifices,sacrificios,negative
sadly,con tristeza,negative
sadness,tristeza,negative
safe,seguro,positive
safeguard,salvaguardar,positive
sag,hundimiento,negative
sage,salvia,positive
saint,santo,positive
saintly,santo,positive
salary,salario,positive
salient,saliente,positive
salutary,saludable,positive
salute,saludo,positive
salvation,salvación,positive
salve,ungüento,positive
samurai,samurai,positive
sanctification,santificación,positive
sanctify,santificar,positive
sanctuary,santuario,positive
sanguine,sanguina,positive
sanitary,sanitario,positive
sap,savia,negative
sarcasm,sarcasmo,negative
sarcoma,sarcoma,negative
sardonic,sardónico,negative
satanic,satánico,negative
satin,satén,positive
satisfactorily,satisfactoriamente,positive
satisfied,satisfecho,positive
saturated,saturado,negative
savage,salvaje,negative
savagery,salvajismo,negative
save,guardar,positive
savings,ahorros,positive
savor,sabor,positive
savory,ajedrea,positive
savvy,comprensión,positive
scab,costra,negative
scaffold,andamio,negative
scalpel,bisturí,negative
scaly,escamoso,negative
scandal,escándalo,negative
scandalous,escandaloso,negative
scanty,escaso,negative
scapegoat,chivo expiatorio,negative
scar,cicatriz,negative
scarce,escaso,negative
scarcely,apenas,negative
scarcity,escasez,negative
scare,susto,negative
scarecrow,espantapájaros,positive
scavenger,basurero,negative
scheme,esquema,negative
schism,cisma,negative
schizophrenia,esquizofrenia,negative
scholar,erudito,positive
scholarship,beca,positive
sciatica,ciática,negative
scientific,científico,positive
scientist,científico,positive
scintilla,chispa,positive
scoff,burlarse,negative
scold,regaño,negative
scolding,regaño,negative
scorching,abrasador,negative
score,Puntuación,positive
scorn,desdén,negative
scorpion,escorpión,negative
scotch,escocés,negative
scoundrel,canalla,negative
scourge,azote,negative
scrambling,aleatorización,negative
scrapie,tembladera,negative
scream,gritar,negative
screaming,estridente,negative
screech,chillido,negative
screwed,roscado,negative
scribe,escriba,positive
scrimmage,pelea,negative
script,guión,positive
scrub,matorral,negative
scrumptious,de chuparse los dedos,positive
scrutinize,escudriñar,negative
scrutiny,escrutinio,negative
sculpture,escultura,positive
scum,escoria,negative
sea,mar,positive
seal,sello,positive
sear,marchito,negative
seasoned,sazonado,positive
secession,secesión,negative
secluded,aislado,negative
seclusion,reclusión,positive
secondhand,segunda mano,negative
secretariat,secretaría,positive
secretion,secreción,negative
secretive,reservado,negative
sectarian,sectario,negative
sedition,sedición,negative
seduce,seducir,negative
seduction,seducción,negative
segregate,segregar,negative
segregated,segregada,negative
seize,aprovechar,negative
selfish,egoísta,negative
selfishness,egoísmo,negative
senile,senil,negative
seniority,antigüedad,positive
sensational,sensacional,positive
sense,sentido,positive
senseless,sin sentido,negative
sensibility,sensibilidad,positive
sensibly,con sensatez,positive
sensual,sensual,positive
sensuality,sensualidad,positive
sensuous,sensual,positive
sentence,sentencia,negative
sentimental,sentimental,positive
sentimentality,sentimentalismo,positive
sentinel,centinela,positive
separatist,separatista,negative
sepsis,septicemia,negative
septic,séptico,negative
sequestration,secuestro,negative
serene,sereno,negative
serenity,serenidad,positive
sermon,sermón,positive
serpent,serpiente,negative
serum,suero,positive
servant,criado,negative
serve,servir,negative
servile,servil,negative
servitude,servidumbre,negative
setback,revés,negative
settlor,fideicomitente,positive
sever,cortar,negative
sewage,aguas residuales,negative
sewerage,alcantarillado,negative
sex,sexo,positive
shabby,en mal estado,negative
shack,choza,negative
shackle,argolla,negative
shady,sombreado,negative
shaking,sacudida,negative
shaky,tambaleante,negative
sham,impostor,negative
shambles,ruinas,negative
shame,vergüenza,negative
shameful,vergonzoso,negative
shameless,desvergonzado,negative
shanghai,shanghai,negative
shape,forma,positive
shapely,bien proporcionado,positive
share,cuota,positive
shark,tiburón,negative
shatter,romper,negative
shattered,destrozado,negative
shed,cobertizo,negative
shell,cáscara,negative
shelter,abrigo,positive
shelved,archivado,negative
shepherd,pastor,positive
shine,brillo,positive
shining,brillante,positive
shipwreck,naufragio,negative
shit,mierda,negative
shiver,escalofrío,negative
shock,choque,negative
shoddy,pacotilla,negative
shoot,disparar,negative
shooting,disparo,negative
shoplifting,hurto,negative
shopping,compras,positive
shortage,escasez,negative
shortcoming,defecto,negative
shot,disparo,negative
shoulder,hombro,positive
shove,empujón,negative
showy,llamativo,negative
shrewd,perspicaz,positive
shriek,chillido,negative
shrill,estridente,negative
shrink,encoger,negative
shrunk,shrunk,negative
shudder,estremecimiento,negative
shun,rehuir,negative
sick,enfermo,negative
sickening,nauseabundo,negative
sickly,enfermizo,negative
sickness,enfermedad,negative
silk,seda,positive
silly,tonto,negative
simplify,simplificar,positive
sin,pecado,negative
sincere,sincero,positive
sincerity,sinceridad,positive
sinful,pecaminoso,negative
sing,cantar,positive
singly,individualmente,positive
sinister,siniestro,negative
sinner,pecador,negative
sinning,pecar,negative
sir,señor,positive
siren,sirena,negative
sissy,mariquita,negative
sisterhood,hermandad,positive
skeptical,escéptico,negative
sketchy,incompleto,negative
skewed,sesgada,negative
skid,patín,negative
skilled,experto,positive
skillful,hábil,positive
skip,omitir,negative
skirmish,escaramuza,negative
sky,cielo,positive
slack,flojo,negative
slag,escoria,negative
slam,golpe,negative
slander,calumnia,negative
slanderous,calumnioso,negative
slap,bofetada,negative
slate,pizarra,positive
slaughter,masacre,negative
slaughterhouse,matadero,negative
slaughtering,sacrificio,negative
slave,esclavo,negative
slavery,esclavitud,negative
slay,matar,negative
slayer,asesino,negative
sleek,pulcro,positive
sleet,aguanieve,negative
slender,esbelto,positive
slim,delgado,positive
slimy,baboso,negative
slink,escabullirse,negative
slip,resbalón,negative
slop,agua sucia,negative
sloppy,descuidado,negative
sloth,pereza,negative
slouch,vago,negative
slough,abismo,negative
slowness,lentitud,negative
sludge,lodo,negative
slug,babosa,negative
sluggish,lento,negative
slum,barrio bajo,negative
slump,depresión,negative
slur,calumnia,negative
slush,fango,negative
slut,puta,negative
sly,astuto,negative
smack,golpe,negative
small,pequeño,negative
smash,smash,negative
smashed,aplastado,negative
smattering,noción,negative
smell,olor,negative
smelling,oliendo,negative
smile,sonrisa,positive
smiling,sonriente,positive
smirk,sonrisa afectada,negative
smite,herir,negative
smitten,herido,positive
smoker,fumador,negative
smoothness,suavidad,positive
smother,ahogar,negative
smudge,mancha,negative
smug,presumido,negative
smuggle,contrabandear,negative
smuggler,contrabandista,negative
smuggling,contrabando,negative
smut,tizón,negative
snag,pega,negative
snags,ganchos,negative
snake,serpiente,negative
snare,trampa,negative
snarl,gruñido,negative
snarling,gruñendo,negative
sneak,furtivo,negative
sneaking,furtivamente,negative
sneer,burla,negative
sneeze,estornudar,negative
snicker,risa disimulada,positive
snide,sarcástico,negative
snob,snob,negative
soak,remojar,negative
sob,sollozo,negative
sobriety,sobriedad,positive
sociable,sociable,positive
socialist,socialista,negative
soil,suelo,negative
soiled,sucia,negative
solace,consuelo,positive
soldier,soldado,positive
solid,sólido,positive
solidity,solidez,positive
solution,solución,positive
solvency,solvencia,positive
somatic,somático,negative
somber,sombrío,negative
sonar,sonar,positive
sonata,sonata,positive
sonnet,soneto,positive
sonorous,sonoro,positive
soot,hollín,negative
soothe,calmar,positive
soothing,calmante,positive
sorcery,brujería,negative
sordid,sórdido,negative
sore,llaga,negative
sorely,muy,negative
soreness,dolor,negative
sorrow,dolor,negative
sorrowful,triste,negative
sorter,clasificador,positive
sortie,salida,negative
soulless,sin alma,negative
soulmate,alma gemela,negative
soundness,solvencia,positive
soup,sopa,positive
sour,agrio,negative
spa,spa,positive
spacious,espacioso,positive
spaniel,spaniel,positive
spank,azotar,negative
sparkle,brillo,positive
spasm,espasmo,negative
spat,escupió,negative
spear,lanza,negative
special,especial,positive
specie,metálico,positive
speck,mota,negative
spectacle,espectáculo,positive
specter,espectro,negative
spectral,espectral,negative
speculation,especulación,negative
speech,discurso,positive
speedy,rápido,positive
spelling,ortografía,positive
spent,gastado,negative
spice,especia,positive
spine,espina,positive
spinster,solterona,negative
spirit,espíritu,positive
spirits,espíritu,positive
spite,despecho,negative
spiteful,malévolo,negative
splendid,espléndido,positive
splendor,esplendor,positive
splinter,astilla,negative
split,división,negative
splitting,división,negative
spoil,estropear,negative
spoiler,alerón,negative
spoke,rayo,negative
sponge,esponja,negative
sponsor,patrocinador,positive
spook,espectro,negative
spotless,inmaculado,positive
spouse,cónyuge,positive
sprain,esguince,negative
spree,juerga,negative
sprite,duende,negative
spruce,picea,positive
spurious,espurio,negative
squall,chubasco,negative
squatter,okupa,negative
squeamish,aprensivo,negative
squelch,aplastar,negative
squirm,retorcerse,negative
stab,puñalada,negative
stable,estable,positive
staccato,staccato,positive
staggering,asombroso,negative
stagnant,estancado,negative
stain,mancha,negative
stainless,inoxidable,positive
stale,viciado,negative
stalk,tallo,negative
stallion,semental,positive
stalwart,leal,positive
stamina,aguante,positive
standing,posición,positive
standoff,punto muerto,negative
standstill,parada,negative
star,estrella,positive
staring,mirando,negative
stark,rígido,negative
starlight,luz de las estrellas,positive
starry,estrellado,positive
startle,asustar,negative
starvation,inanición,negative
starved,famélico,negative
starving,hambriento,negative
stately,majestuoso,positive
statement,declaración,positive
stationary,estacionario,negative
statue,estatua,positive
status,estado,positive
staunch,firme,positive
stave,duela,negative
steadfast,firme,positive
steal,robar,negative
stealing,robo,negative
stealthy,cauteloso,negative
stellar,estelar,positive
stereotype,estereotipo,negative
stereotyped,esteriotipado,negative
sterile,estéril,negative
sterility,esterilidad,negative
sterling,libra esterlina,positive
stern,popa,negative
steward,mayordomo,positive
stiff,rígido,negative
stiffness,rigidez,negative
stifle,ahogar,negative
stifled,ahogado,negative
stigma,estigma,negative
stillborn,nacido muerto,negative
stillness,quietud,positive
sting,picadura,negative
stinging,escozor,negative
stingy,tacaño,negative
stink,hedor,negative
stinking,hediondo,negative
stint,escatimar,negative
stocks,stocks,negative
stolen,robado,negative
stone,piedra,negative
stoned,drogado,negative
stools,taburetes,negative
stoppage,paro,negative
store,tienda,positive
storm,tormenta,negative
stormy,tempestuoso,negative
straightforward,sencillo,positive
strained,tenso,negative
straits,estrecheces,negative
stranded,varado,negative
stranger,desconocido,negative
strangle,estrangular,negative
strategic,estratégico,positive
strategist,estratega,positive
stray,extraviado,negative
strength,fuerza,positive
strengthen,fortalecer,positive
strengthening,fortalecimiento,positive
stress,estrés,negative
strife,lucha,negative
strike,huelga,negative
striking,llamativo,positive
strikingly,sorprendentemente,positive
